Grootheid.code;Grootheid.omschrijving;Parameter.code;Parameter.omschrijving;CAS-nummer;Eenheid.code;Hoedanigheid.code;Compartiment.code;KRWwatertype.code;Waardebewerkingmethode.code;Begindatum;Einddatum;Zeer goed;Goed;Matig;Ontoereikend;Slecht;Bijzondere Omstandigheid
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M17;ZPH;2000-01-01;;>=4.5 EN <=6.5;>=4.0 EN <=7.5;>=7.5 EN <=8.0 OF <4.0;>=8.0 EN <=8.5;>8.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M18;ZPH;2000-01-01;;>=3.5 EN <=5.5;>=3.5 EN <=6.5;>=6.5 EN <=7.5 OF <3.5;>=7.5 EN <=8.5;>8.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M20;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=6.5 EN <=8.5;>=8.5 EN <=9.0 OF <6.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M22;ZPH;2000-01-01;;>=6.5 EN <=7.5;>=6.5 EN <=8.5;>=8.5 EN <=9.0 OF <6.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M23;ZPH;2000-01-01;;>=6.5 EN <=7.5;>=6.5 EN <=8.5;>=8.5 EN <=9.0 OF <6.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M24;ZPH;2000-01-01;;>=6.5 EN <=7.5;>=6.5 EN <=8.5;>=8.5 EN <=9.0 OF <6.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M25;ZPH;2000-01-01;;>=5.5 EN <=7.5;>=5.5 EN <=7.5;>=7.5 EN <=8.0 OF <5.5;>=8.0 EN <=8.5;>8.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M26;ZPH;2000-01-01;;>=4.5 EN <=6.5;>=4.0 EN <=7.5;>=7.5 EN <=8.0 OF <4.0;>=8.0 EN <=8.5;>8.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M27;ZPH;2000-01-01;;>=5.5 EN <=7.5;>=5.5 EN <=7.5;>=7.5 EN <=8.0 OF <5.5;>=8.0 EN <=8.5;>8.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M28;ZPH;2000-01-01;;>=5.5 EN <=7.5;>=5.5 EN <=7.5;>=7.5 EN <=8.0 OF <5.5;>=8.0 EN <=8.5;>8.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M30;ZPH;2000-01-01;;>=6.0 EN <=9.0;>=6.0 EN <=9.0;>=9.0 EN <=9.5 OF <6.0;>=9.50 EN <=10.0;>10.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M31;ZPH;2000-01-01;;>=7.5 EN <=9.0;>=7.5 EN <=9.0;>=9.0 EN <=9.5 OF <7.5;>=9.50 EN <=10.0;>10.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M32;ZPH;2000-01-01;;>=6.5 EN <=9.0;>=6.5 EN <=9.0;>=9.0 EN <=9.5 OF <6.5;>=9.50 EN <=10.0;>10.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R1;ZPH;2000-01-01;;>=4.5 EN <=7.5;>=4.5 EN <=8.0;>=8.0 EN <=8.5 OF <4.5;>=8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R2;ZPH;2000-01-01;;>=4.5 EN <=7.5;>=4.5 EN <=8.0;>=8.0 EN <=8.5 OF <4.5;>=8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R3;ZPH;2000-01-01;;>=4.5 EN <=7.5;>=4.5 EN <=8.0;>=8.0 EN <=8.5 OF <4.5;>=8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R5;ZPH;2000-01-01;;>=5.5 EN <=7.5;>=5.5 EN <=8.5;>=8.5 EN <=9.0 OF <5.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R6;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=5.5 EN <=8.5;>=8.5 EN <=9.0 OF <5.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R7;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=6.0 EN <=8.5;>=8.5 EN <=9.0 OF <6.0;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R8;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=6.0 EN <=8.5;>=8.5 EN <=9.0 OF <6.0;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R9;ZPH;2000-01-01;;>=4.5 EN <=7.5;>=4.5 EN <=8.0;>=8.0 EN <=8.5 OF <4.5;>=8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R10;ZPH;2000-01-01;;>=5.5 EN <=7.5;>=5.5 EN <=8.5;>=8.5 EN <=9.0 OF <5.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R11;ZPH;2000-01-01;;>=4.5 EN <=6.5;>=4.5 EN <=6.5;>=6.5 EN <=7.0 OF <4.5;>=7.0 EN <=7.5;>7.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R12;ZPH;2000-01-01;;>=4.5 EN <=6.5;>=4.5 EN <=6.5;>=6.5 EN <=7.0 OF <4.5;>=7.0 EN <=7.5;>7.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R13;ZPH;2000-01-01;;>=6.5 EN <=8.0;>=6.0 EN <=8.0;>=8.0 EN <=8.5 OF <6.0;>=8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R14;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=5.5 EN <=8.5;>=8.5 EN <=9.0 OF <5.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R15;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=5.5 EN <=8.5;>=8.5 EN <=9.0 OF <5.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R16;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=6.0 EN <=8.5;>=8.5 EN <=9.0 OF <6.0;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R17;ZPH;2000-01-01;;>=7.0 EN <=8.5;>=7.0 EN <=8.5;>=8.5 EN <=9.0 OF <7.0;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R18;ZPH;2000-01-01;;>=6.5 EN <=8.5;>=6.5 EN <=8.5;>=8.5 EN <=9.0 OF <6.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M21a;ZPH;2001-01-02;;>=6.5 EN <=8.5;>=6.5 EN <=8.5;>=8.5 EN <=9.0 OF <6.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R4a;ZPH;2001-01-02;;>=4.5 EN <=7.5;>=4.5 EN <=8.0;>=8.0 EN <=8.5 OF <4.5;>=8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R19;ZPH;2001-01-02;;>=5.5 EN <=7.0;>7.0 EN <=8.0 OF >=4.5 EN <5.5;>8.0 EN <=8.5 OF <4.5;>8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;M21b;ZPH;2001-01-02;;>=6.5 EN <=8.5;>=6.5 EN <=8.5;>=8.5 EN <=9.0 OF <6.5;>=9.0 EN <=9.5;>9.5;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R4b;ZPH;2001-01-02;;>=4.5 EN <=7.5;>=4.5 EN <=8.0;>=8.0 EN <=8.5 OF <4.5;>=8.5 EN <=9.0;>9.0;
pH;Zuurgraad;;;;DIMSLS;NVT;OW;R20;ZPH;2001-01-02;;>=5.5 EN <=7.0;>7.0 EN <=8.5 OF >=4.5 EN <5.5;>8.5 EN <=9.0 OF <4.5;>9.0 EN <=9.5;>9.5;
T;Temperatuur;;;;oC;NVT;OW;K1;P98MAX;2000-01-01;;<=21;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;K2;P98MAX;2000-01-01;;<=21;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;K3;P98MAX;2000-01-01;;<=21;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M1a;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M1b;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M2;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M3;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M4;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M5;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M6a;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M6b;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M7a;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M7b;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M8;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M9;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M10;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M11;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M12;P98MAX;2000-01-01;;<=23;<=27;<=28;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M13;P98MAX;2000-01-01;;<=23;<=27;<=28;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M14;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M16;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M17;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M18;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M20;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M22;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M23;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M24;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M25;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M26;P98MAX;2000-01-01;;<=23;<=27;<=28;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M27;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M28;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M30;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M31;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M32;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R1;P98MAX;2000-01-01;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;R2;P98MAX;2000-01-01;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;R3;P98MAX;2000-01-01;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;R5;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R6;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R7;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R8;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R9;P98MAX;2000-01-01;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;R10;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R11;P98MAX;2000-01-01;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;R12;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R13;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R14;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R15;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R16;P98MAX;2000-01-01;;<=21.5;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R17;P98MAX;2000-01-01;;<=23;<=23;<=25;<=27.5;>27.5;
T;Temperatuur;;;;oC;NVT;OW;R18;P98MAX;2000-01-01;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;O2a;P98MAX;2001-01-02;;<=21;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M21a;P98MAX;2001-01-02;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R4a;P98MAX;2001-01-02;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;R19;P98MAX;2001-01-02;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;O2b;P98MAX;2001-01-02;;<=21;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;M21b;P98MAX;2001-01-02;;<=23;<=25;<=27.5;<=30;>30;
T;Temperatuur;;;;oC;NVT;OW;R4b;P98MAX;2001-01-02;;<=14;<=18;<=20;<=22.5;>22.5;
T;Temperatuur;;;;oC;NVT;OW;R20;P98MAX;2001-01-02;;<=23;<=25;<=27.5;<=30;>30;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;K1;ZGM;2000-01-01;;>=80;>=60;>=50;>=40;<40;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;K2;ZGM;2000-01-01;;>=80;>=60;>=50;>=40;<40;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;K3;ZGM;2000-01-01;;>=80;>=60;>=50;>=40;<40;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M1a;ZGM;2000-01-01;;>=60.0 EN <=120;>=35.0 EN <=120;>=30.0 EN <=130;>=25.0 EN <=140;<25 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M1b;ZGM;2000-01-01;;>=60.0 EN <=120;>=35.0 EN <=120;>=30.0 EN <=130;>=25.0 EN <=140;<25 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M2;ZGM;2000-01-01;;>=70.0 EN <=110;>=35.0 EN <=120;>=30.0 EN <=130;>=25.0 EN <=140;<25 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M3;ZGM;2000-01-01;;>=60.0 EN <=120;>=40.0 EN <=120;>=35.0 EN <=130;>=30.0 EN <=140;<30 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M4;ZGM;2000-01-01;;>=70.0 EN <=110;>=40.0 EN <=120;>=35.0 EN <=130;>=30.0 EN <=140;<30 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M5;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M6a;ZGM;2000-01-01;;>=60.0 EN <=120;>=40.0 EN <=120;>=35.0 EN <=130;>=30.0 EN <=140;<30 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M6b;ZGM;2000-01-01;;>=60.0 EN <=120;>=40.0 EN <=120;>=35.0 EN <=130;>=30.0 EN <=140;<30 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M7a;ZGM;2000-01-01;;>=60.0 EN <=120;>=40.0 EN <=120;>=35.0 EN <=130;>=30.0 EN <=140;<30 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M7b;ZGM;2000-01-01;;>=60.0 EN <=120;>=40.0 EN <=120;>=35.0 EN <=130;>=30.0 EN <=140;<30 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M8;ZGM;2000-01-01;;>=60.0 EN <=120;>=35.0 EN <=120;>=30.0 EN <=130;>=25.0 EN <=140;<25 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M9;ZGM;2000-01-01;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M10;ZGM;2000-01-01;;>=60.0 EN <=120;>=40.0 EN <=120;>=35.0 EN <=130;>=30.0 EN <=140;<30 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M11;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M12;ZGM;2000-01-01;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M13;ZGM;2000-01-01;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M14;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M16;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M17;ZGM;2000-01-01;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M18;ZGM;2000-01-01;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M20;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M22;ZGM;2000-01-01;;>=90.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M23;ZGM;2000-01-01;;>=90.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M24;ZGM;2000-01-01;;>=90.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M25;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M26;ZGM;2000-01-01;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M27;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M28;ZGM;2000-01-01;;>=60.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M30;ZGM;2000-01-01;;>=80.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M31;ZGM;2000-01-01;;>=80.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M32;ZGM;2000-01-01;;>=80.0 EN <=120;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R1;ZGM;2000-01-01;;>=50 EN <=80;>=50.0 EN <=100;>=40.0 EN <=110;>=30.0 EN <=120;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R2;ZGM;2000-01-01;;>=50 EN <=80;>=50.0 EN <=100;>=40.0 EN <=110;>=30.0 EN <=120;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R3;ZGM;2000-01-01;;>=50 EN <=80;>=50.0 EN <=100;>=40.0 EN <=110;>=30.0 EN <=120;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R5;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=120;>=60.0 EN <=130;>=50.0 EN <=140;<50 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R6;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=120;>=60.0 EN <=130;>=50.0 EN <=140;<50 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R7;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=120;>=60.0 EN <=130;>=50.0 EN <=140;<50 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R8;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=120;>=60.0 EN <=130;>=50.0 EN <=140;<50 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R9;ZGM;2000-01-01;;>=50 EN <=80;>=50.0 EN <=100;>=40.0 EN <=110;>=30.0 EN <=120;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R10;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=120;>=60.0 EN <=130;>=50.0 EN <=140;<50 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R11;ZGM;2000-01-01;;>=50 EN <=80;>=50.0 EN <=100;>=40.0 EN <=110;>=30.0 EN <=120;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R12;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=120;>=60.0 EN <=130;>=50.0 EN <=140;<50 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R13;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;<50 OF >130;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R14;ZGM;2000-01-01;;>=80.0 EN <=110;>=80.0 EN <=120;>=80.0 EN <=130;>=60.0 EN <=140;<60 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R15;ZGM;2000-01-01;;>=80.0 EN <=110;>=80.0 EN <=120;>=80.0 EN <=130;>=60.0 EN <=140;<60 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R16;ZGM;2000-01-01;;>=80.0 EN <=110;>=80.0 EN <=120;>=80.0 EN <=130;>=60.0 EN <=140;<60 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R17;ZGM;2000-01-01;;>=70.0 EN <=110;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;<50 OF >130;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R18;ZGM;2000-01-01;;>=80.0 EN <=110;>=80.0 EN <=120;>=80.0 EN <=130;>=60.0 EN <=140;<60 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;O2a;ZGM;2001-01-02;;>=80;>=60;>=50;>=40;<40;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M21a;ZGM;2001-01-02;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
