Grootheid.code;Grootheid.omschrijving;Parameter.code;Parameter.omschrijving;CAS-nummer;Eenheid.code;Hoedanigheid.code;Compartiment.code;KRWwatertype.code;GeoObject.identificatie;Waardebewerkingmethode.code;Begindatum;Einddatum;Zeer goed;Goed;Matig;Ontoereikend;Slecht;Referentie goed;Referentie slecht;Bijzondere Omstandigheid
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M5;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M11;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M13;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M16;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M17;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M18;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M22;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M25;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M26;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R1;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R2;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R3;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R11;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R19;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R20;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.6 EN <0.8;>=0.4 EN <0.6;>=0.2 EN <0.4;>=0 EN <0.2;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R4a;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M21a;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;O2a;;BER;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;OVWFLORA-KOx
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;R4b;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;M21b;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
OVWFLORA;Overige waterflora-kwaliteit;;;;DIMSLS;EKR;OW;O2b;;BER;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;OVWFLORA-KOx
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R5;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R6;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R7;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R8;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R12;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortTI;Fytobenthos - soort Trofie Index;NVT;n;NVT;OW;R13;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R14;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R15;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R16;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R17;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R18;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortP;Fytobenthos - soort positief;NVT;%;NVT;OW;M12;;BER;2000-01-01;;>=60.0 EN <=100;>=30 EN <60;>=5.0 EN <30;>=1 EN <5;>=0 EN <1;>=100;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortZ;Fytobenthos - soort voor verzuring (neg.);NVT;%;NVT;OW;M12;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=5;>5.0 EN <=10;>10 EN <=40;>40.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortN;Fytobenthos - soort voor verstoring en eutrofiering (neg.);NVT;%;NVT;OW;M12;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=3;>3.0 EN <=20;>20 EN <=50;>50.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortP;Fytobenthos - soort positief;NVT;%;NVT;OW;M13;;BER;2000-01-01;;>=60.0 EN <=100;>=30 EN <60;>=5.0 EN <30;>=1 EN <5;>=0 EN <1;>=100;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortZ;Fytobenthos - soort voor verzuring (neg.);NVT;%;NVT;OW;M13;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=5;>5.0 EN <=10;>10 EN <=40;>40.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortN;Fytobenthos - soort voor verstoring en eutrofiering (neg.);NVT;%;NVT;OW;M13;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=3;>3.0 EN <=20;>20 EN <=50;>50.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortP;Fytobenthos - soort positief;NVT;%;NVT;OW;M17;;BER;2000-01-01;;>=60.0 EN <=100;>=30 EN <60;>=5.0 EN <30;>=1 EN <5;>=0 EN <1;>=100;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortZ;Fytobenthos - soort voor verzuring (neg.);NVT;%;NVT;OW;M17;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=5;>5.0 EN <=10;>10 EN <=40;>40.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortN;Fytobenthos - soort voor verstoring en eutrofiering (neg.);NVT;%;NVT;OW;M17;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=3;>3.0 EN <=20;>20 EN <=50;>50.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortP;Fytobenthos - soort positief;NVT;%;NVT;OW;M18;;BER;2000-01-01;;>=60.0 EN <=100;>=30 EN <60;>=5.0 EN <30;>=1 EN <5;>=0 EN <1;>=100;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortZ;Fytobenthos - soort voor verzuring (neg.);NVT;%;NVT;OW;M18;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=5;>5.0 EN <=10;>10 EN <=40;>40.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortN;Fytobenthos - soort voor verstoring en eutrofiering (neg.);NVT;%;NVT;OW;M18;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=3;>3.0 EN <=20;>20 EN <=50;>50.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortP;Fytobenthos - soort positief;NVT;%;NVT;OW;M26;;BER;2000-01-01;;>=60.0 EN <=100;>=30 EN <60;>=5.0 EN <30;>=1 EN <5;>=0 EN <1;>=100;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortZ;Fytobenthos - soort voor verzuring (neg.);NVT;%;NVT;OW;M26;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=5;>5.0 EN <=10;>10 EN <=40;>40.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortN;Fytobenthos - soort voor verstoring en eutrofiering (neg.);NVT;%;NVT;OW;M26;;BER;2000-01-01;;>=0 EN <=1;>1 EN <=3;>3.0 EN <=20;>20 EN <=50;>50.0 EN <=100;<=0;;SRTADLind
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R1;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortTI;Fytobenthos - soort Trofie Index;NVT;n;NVT;OW;R1;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R2;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortTI;Fytobenthos - soort Trofie Index;NVT;n;NVT;OW;R2;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R3;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R11;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R19;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R20;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R4a;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
SOORTRDM;Soortenrijkdom;FTB_soortIPS;Fytobenthos - soort Specifieke Vervuilingsgevoeligheid Index;NVT;n;NVT;OW;R4b;;BER;2000-01-01;;;;;;;;;SRTRDMaantl
TIindex;Trofie Index;;;;DIMSLS;NVT;OW;R13;;BER;2000-01-01;;>=3 EN <=5;>=2.5 EN <3.0;>=2.0 EN <2.5;>=1.5 EN <2.0;>=0 EN <1.5;>=3;;FTB_TIindex
TIindex;Trofie Index;;;;DIMSLS;NVT;OW;R1;;BER;2000-01-01;;>=3 EN <=5;>=3 EN <3;>=2.0 EN <2.5;>=2 EN <2;>=0 EN <1.5;>=3.0;;FTB_TIindex
TIindex;Trofie Index;;;;DIMSLS;NVT;OW;R2;;BER;2000-01-01;;>=3 EN <=5;>=3 EN <3;>=2.0 EN <2.5;>=2 EN <2;>=0 EN <1.5;>=3.0;;FTB_TIindex
WATDTE;Waterdiepte;;;;m;grensWTP;OW;M20;;MAX;2000-01-01;;>=6.00 EN <=999;>=4.0 EN <6.0;>=2.5 EN <4.0;>=1.0 EN <2.5;>=0 EN <1;>=7.5;;
WATDTE;Waterdiepte;;;;m;grensWTP;OW;M16;;MAX;2000-01-01;;>=6.0 EN <=1000;>=4 EN <6;>=3 EN <4;>=1.0 EN <2.5;>=0 EN <1;>=7.5;;
WATDTE;Waterdiepte;;;;m;grensWTP;OW;M17;;MAX;2000-01-01;;>=6.0 EN <=1000;>=4 EN <6;>=3 EN <4;>=1.0 EN <2.5;>=0 EN <1;>=7.5;;
WATDTE;Waterdiepte;;;;m;grensWTP;OW;M18;;MAX;2000-01-01;;>=6.0 EN <=1000;>=4 EN <6;>=3 EN <4;>=1.0 EN <2.5;>=0 EN <1;>=7.5;;
ZGV_AREA;Areaal zeegrasvelden;;;;DIMSLS;EKR;OW;M32;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
ZGV_AREA;Areaal zeegrasvelden;;;;DIMSLS;EKR;OW;K2;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
ZGV_AREA;Areaal zeegrasvelden;;;;DIMSLS;EKR;OW;O2a;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
ZGV_AREA;Areaal zeegrasvelden;;;;DIMSLS;EKR;OW;O2b;;GEM;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;
ZGV_DSRT;Dichtheid soorten zeegras;;;;DIMSLS;EKR;OW;M32;;BER;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;ZGV_DSRT_min
ZGV_DSRT;Dichtheid soorten zeegras;;;;DIMSLS;EKR;OW;K2;;BER;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;ZGV_DSRT_min
ZGV_DSRT;Dichtheid soorten zeegras;;;;DIMSLS;EKR;OW;O2a;;BER;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;ZGV_DSRT_min
ZGV_DSRT;Dichtheid soorten zeegras;;;;DIMSLS;EKR;OW;O2b;;BER;2000-01-01;;>=0.80 EN <=1.0;>=0.60 EN <0.80;>=0.40 EN <0.60;>=0.20 EN <0.40;>=0 EN <0.20;;;ZGV_DSRT_min
