"ID_classificatie","bron","Grootheid.code","Grootheid.omschrijving","Parameter.code","Parameter.omschrijving","CAS.nummer","Eenheid.code","Hoedanigheid.code","Compartiment.code","KRWwatertype.code","Waardebewerkingmethode.code","Begindatum","Einddatum","Bijzondere.Omstandigheid"
100000001,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M1a","ZGM","2000-01-01",NA,""
100000002,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M1b","ZGM","2000-01-01",NA,""
100000003,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M2","ZGM","2000-01-01",NA,""
100000004,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M3","ZGM","2000-01-01",NA,""
100000005,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M4","ZGM","2000-01-01",NA,""
100000006,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M5","ZGM","2000-01-01",NA,""
100000007,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M6a","ZGM","2000-01-01",NA,""
100000008,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M6b","ZGM","2000-01-01",NA,""
100000009,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M7a","ZGM","2000-01-01",NA,""
100000010,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M7b","ZGM","2000-01-01",NA,""
100000011,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M8","ZGM","2000-01-01",NA,""
100000012,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M9","ZGM","2000-01-01",NA,""
100000013,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M10","ZGM","2000-01-01",NA,""
100000014,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M11","ZGM","2000-01-01",NA,""
100000015,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M12","ZGM","2000-01-01",NA,""
100000016,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M13","ZGM","2000-01-01",NA,""
100000017,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M14","ZGM","2000-01-01",NA,""
100000018,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M16","ZGM","2000-01-01",NA,""
100000019,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M17","ZGM","2000-01-01",NA,""
100000020,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M18","ZGM","2000-01-01",NA,""
100000021,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M20","ZGM","2000-01-01",NA,""
100000022,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M22","ZGM","2000-01-01",NA,""
100000023,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M23","ZGM","2000-01-01",NA,""
100000024,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M24","ZGM","2000-01-01",NA,""
100000025,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M25","ZGM","2000-01-01",NA,""
100000026,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M26","ZGM","2000-01-01",NA,""
100000027,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M27","ZGM","2000-01-01",NA,""
100000028,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M28","ZGM","2000-01-01",NA,""
100000029,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M30","ZGM","2000-01-01",NA,""
100000030,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M31","ZGM","2000-01-01",NA,""
100000031,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M32","ZGM","2000-01-01",NA,""
100000032,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R1","ZGM","2000-01-01",NA,""
100000033,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R2","ZGM","2000-01-01",NA,""
100000034,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R3","ZGM","2000-01-01",NA,""
100000035,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R5","ZGM","2000-01-01",NA,""
100000036,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R6","ZGM","2000-01-01",NA,""
100000037,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R7","ZGM","2000-01-01",NA,""
100000038,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R8","ZGM","2000-01-01",NA,""
100000039,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R9","ZGM","2000-01-01",NA,""
100000040,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R10","ZGM","2000-01-01",NA,""
100000041,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R11","ZGM","2000-01-01",NA,""
100000042,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R12","ZGM","2000-01-01",NA,""
100000043,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R13","ZGM","2000-01-01",NA,""
100000044,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R14","ZGM","2000-01-01",NA,""
100000045,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R15","ZGM","2000-01-01",NA,""
100000046,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R16","ZGM","2000-01-01",NA,""
100000047,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R17","ZGM","2000-01-01",NA,""
100000048,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R18","ZGM","2000-01-01",NA,""
100000049,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M1a","ZGM","2000-01-01",NA,""
100000050,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M1b","ZGM","2000-01-01",NA,""
100000051,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M2","ZGM","2000-01-01",NA,""
100000052,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M3","ZGM","2000-01-01",NA,""
100000053,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M4","ZGM","2000-01-01",NA,""
100000054,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M5","ZGM","2000-01-01",NA,""
100000055,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M6a","ZGM","2000-01-01",NA,""
100000056,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M6b","ZGM","2000-01-01",NA,""
100000057,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M7a","ZGM","2000-01-01",NA,""
100000058,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M7b","ZGM","2000-01-01",NA,""
100000059,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M8","ZGM","2000-01-01",NA,""
100000060,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M9","ZGM","2000-01-01",NA,""
100000061,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M10","ZGM","2000-01-01",NA,""
100000062,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M11","ZGM","2000-01-01",NA,""
100000063,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M12","ZGM","2000-01-01",NA,""
100000064,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M13","ZGM","2000-01-01",NA,""
100000065,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M14","ZGM","2000-01-01",NA,""
100000066,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M16","ZGM","2000-01-01",NA,""
100000067,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M17","ZGM","2000-01-01",NA,""
100000068,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M18","ZGM","2000-01-01",NA,""
100000069,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M20","ZGM","2000-01-01",NA,""
100000070,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M22","ZGM","2000-01-01",NA,""
100000071,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M23","ZGM","2000-01-01",NA,""
100000072,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M24","ZGM","2000-01-01",NA,""
100000073,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M25","ZGM","2000-01-01",NA,""
100000074,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M26","ZGM","2000-01-01",NA,""
100000075,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M27","ZGM","2000-01-01",NA,""
100000076,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M28","ZGM","2000-01-01",NA,""
100000077,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M30","ZGM","2000-01-01",NA,""
100000078,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M31","ZGM","2000-01-01",NA,""
100000079,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R1","ZGM","2000-01-01",NA,""
100000080,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R2","ZGM","2000-01-01",NA,""
100000081,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R3","ZGM","2000-01-01",NA,""
100000082,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R5","ZGM","2000-01-01",NA,""
100000083,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R6","ZGM","2000-01-01",NA,""
100000084,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R7","ZGM","2000-01-01",NA,""
100000085,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R8","ZGM","2000-01-01",NA,""
100000086,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R9","ZGM","2000-01-01",NA,""
100000087,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R10","ZGM","2000-01-01",NA,""
100000088,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R11","ZGM","2000-01-01",NA,""
100000089,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R12","ZGM","2000-01-01",NA,""
100000090,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R13","ZGM","2000-01-01",NA,""
100000091,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R14","ZGM","2000-01-01",NA,""
100000092,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R15","ZGM","2000-01-01",NA,""
100000093,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R16","ZGM","2000-01-01",NA,""
100000094,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R17","ZGM","2000-01-01",NA,""
100000095,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R18","ZGM","2000-01-01",NA,""
100000096,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Nanorg","stikstof anorganisch","NVT","mg/l","Nnf","OW","K1","WGM","2000-01-01",NA,"Nanorg_som"
100000097,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Nanorg","stikstof anorganisch","NVT","mg/l","Nnf","OW","K2","WGM","2000-01-01",NA,"Nanorg_som"
100000098,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Nanorg","stikstof anorganisch","NVT","mg/l","Nnf","OW","K3","WGM","2000-01-01",NA,"Nanorg_som"
100000099,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M1a","ZGM","2000-01-01",NA,"Ntot_som"
100000100,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M1b","ZGM","2000-01-01",NA,"Ntot_som"
100000101,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M2","ZGM","2000-01-01",NA,"Ntot_som"
100000102,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M3","ZGM","2000-01-01",NA,"Ntot_som"
100000103,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M4","ZGM","2000-01-01",NA,"Ntot_som"
100000104,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M5","ZGM","2000-01-01",NA,"Ntot_som"
100000105,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M6a","ZGM","2000-01-01",NA,"Ntot_som"
100000106,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M6b","ZGM","2000-01-01",NA,"Ntot_som"
100000107,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M7a","ZGM","2000-01-01",NA,"Ntot_som"
100000108,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M7b","ZGM","2000-01-01",NA,"Ntot_som"
100000109,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M8","ZGM","2000-01-01",NA,"Ntot_som"
100000110,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M9","ZGM","2000-01-01",NA,"Ntot_som"
