"ID_classificatie","bron","Grootheid.code","Grootheid.omschrijving","Parameter.code","Parameter.omschrijving","CAS.nummer","Eenheid.code","Hoedanigheid.code","Compartiment.code","KRWwatertype.code","Waardebewerkingmethode.code","Begindatum","Einddatum","Bijzondere.Omstandigheid"
100000309,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","M27","ZGM","2000-01-01",NA,""
100000310,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","M28","ZGM","2000-01-01",NA,""
100000311,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","M30","ZGM","2000-01-01",NA,""
100000312,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","M31","ZGM","2000-01-01",NA,""
100000313,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","M32","ZGM","2000-01-01",NA,""
100000314,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R1","ZGM","2000-01-01",NA,""
100000315,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R2","ZGM","2000-01-01",NA,""
100000316,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R3","ZGM","2000-01-01",NA,""
100000317,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R5","ZGM","2000-01-01",NA,""
100000318,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R6","ZGM","2000-01-01",NA,""
100000319,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R7","ZGM","2000-01-01",NA,""
100000320,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R8","ZGM","2000-01-01",NA,""
100000321,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R9","ZGM","2000-01-01",NA,""
100000322,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R10","ZGM","2000-01-01",NA,""
100000323,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R11","ZGM","2000-01-01",NA,""
100000324,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R12","ZGM","2000-01-01",NA,""
100000325,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R13","ZGM","2000-01-01",NA,""
100000326,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R14","ZGM","2000-01-01",NA,""
100000327,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R15","ZGM","2000-01-01",NA,""
100000328,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R16","ZGM","2000-01-01",NA,""
100000329,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R17","ZGM","2000-01-01",NA,""
100000330,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R18","ZGM","2000-01-01",NA,""
100000331,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","O2a","ZGM","2001-01-02",NA,""
100000332,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","M21a","ZGM","2001-01-02",NA,""
100000333,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R4a","ZGM","2001-01-02",NA,""
100000334,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R19","ZGM","2001-01-02",NA,""
100000335,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","O2b","ZGM","2001-01-02",NA,""
100000336,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","M21b","ZGM","2001-01-02",NA,""
100000337,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R4b","ZGM","2001-01-02",NA,""
100000338,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","VERZDGGD","Verzadigingsgraad","O2","zuurstof","7782-44-7","%","NVT","OW","R20","ZGM","2001-01-02",NA,""
100000339,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M3","ZGM","2000-01-01",NA,""
100000340,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M4","ZGM","2000-01-01",NA,""
100000341,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M5","ZGM","2000-01-01",NA,""
100000342,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M6a","ZGM","2000-01-01",NA,""
100000343,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M6b","ZGM","2000-01-01",NA,""
100000344,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M7a","ZGM","2000-01-01",NA,""
100000345,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M7b","ZGM","2000-01-01",NA,""
100000346,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M10","ZGM","2000-01-01",NA,""
100000347,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M11","ZGM","2000-01-01",NA,""
100000348,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M12","ZGM","2000-01-01",NA,""
100000349,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M13","ZGM","2000-01-01",NA,""
100000350,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M14","ZGM","2000-01-01",NA,""
100000351,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M16","ZGM","2000-01-01",NA,""
100000352,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M17","ZGM","2000-01-01",NA,""
100000353,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M18","ZGM","2000-01-01",NA,""
100000354,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M20","ZGM","2000-01-01",NA,""
100000355,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M22","ZGM","2000-01-01",NA,""
100000356,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M23","ZGM","2000-01-01",NA,""
100000357,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M24","ZGM","2000-01-01",NA,""
100000358,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M25","ZGM","2000-01-01",NA,""
100000359,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M26","ZGM","2000-01-01",NA,""
100000360,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M27","ZGM","2000-01-01",NA,""
100000361,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M28","ZGM","2000-01-01",NA,""
100000362,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M30","ZGM","2000-01-01",NA,""
100000363,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M31","ZGM","2000-01-01",NA,""
100000364,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M32","ZGM","2000-01-01",NA,""
100000365,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M21a","ZGM","2001-01-02",NA,""
100000366,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","ZICHT","Doorzicht","","","","m","NVT","OW","M21b","ZGM","2001-01-02",NA,""
